fecha,dia,cantPersonasConInfeccionEnCurso,cantCasosNuevos,acumCasos,cantFallecidos,acumFallecidos,cantCTI,cantCI,cantRecuperados,acumRecuperados,cantTest,acumTest,DIA,Egresades,Positividad
25/03/2020,13,217,28,217,0,0,4,2,0,0,320,1858,3_MIERCOLES,,0.088
26/03/2020,14,238,21,238,0,0,4,2,0,0,245,2103,4_JUEVES,,0.086
27/03/2020,15,274,36,274,0,0,8,0,0,0,451,2554,5_VIERNES,,0.08
28/03/2020,16,303,30,304,1,1,8,5,0,0,372,2926,6_SABADO,,0.081
29/03/2020,17,309,6,309,0,1,10,2,0,0,200,3126,7_DOMINGO,,0.03
30/03/2020,18,292,8,320,0,1,11,1,25,25,299,3425,1_LUNES,,0.027
31/03/2020,19,292,16,338,0,1,12,1,16,41,394,3819,2_MARTES,,0.041
01/04/2020,20,280,10,350,1,2,15,0,21,62,289,4108,3_MIERCOLES,,0.035
02/04/2020,21,289,17,369,2,4,13,0,6,68,356,4464,4_JUEVES,,0.048
03/04/2020,22,286,15,386,0,4,13,1,18,86,322,4786,5_VIERNES,,0.047
04/04/2020,23,290,12,400,1,5,13,0,7,93,277,5063,6_SABADO,,0.043
05/04/2020,24,282,4,406,1,6,14,1,11,104,145,5208,7_DOMINGO,,0.028
06/04/2020,25,270,7,415,0,6,14,1,19,123,177,5385,1_LUNES,,0.04
07/04/2020,26,249,7,424,1,7,14,4,27,150,342,5727,2_MARTES,,0.02
08/04/2020,27,237,30,436,0,7,14,4,42,192,448,6175,3_MIERCOLES,,0.067
09/04/2020,28,238,15,451,0,7,13,4,14,206,681,6856,4_JUEVES,,0.022
10/04/2020,29,244,14,465,0,7,15,0,8,214,640,7496,5_VIERNES,,0.022
11/04/2020,30,241,7,472,0,7,16,1,10,224,618,8114,6_SABADO,,0.011
12/04/2020,31,241,8,480,1,8,16,0,7,231,660,8774,7_DOMINGO,,0.012
13/04/2020,32,227,3,483,0,8,15,0,17,248,462,9236,1_LUNES,,0.006
14/04/2020,33,224,9,492,0,8,14,0,12,260,693,9929,2_MARTES,,0.013
15/04/2020,34,212,1,493,1,9,13,0,12,272,519,10448,3_MIERCOLES,,0.002
16/04/2020,35,207,9,502,0,9,13,0,14,286,791,11239,4_JUEVES,,0.011
17/04/2020,36,205,6,508,0,9,12,0,8,294,510,11749,5_VIERNES,,0.012
18/04/2020,37,210,9,517,0,9,14,0,4,298,729,12478,6_SABADO,,0.012
19/04/2020,38,220,11,528,1,10,13,0,0,298,348,12826,7_DOMINGO,,0.032
20/04/2020,39,212,7,535,0,10,13,0,15,313,570,13396,1_LUNES,,0.012
21/04/2020,40,207,8,543,2,12,10,0,11,324,527,13923,2_MARTES,,0.015
22/04/2020,41,200,6,549,0,12,10,0,13,337,609,14532,3_MIERCOLES,,0.01
23/04/2020,42,191,8,557,0,12,10,0,17,354,610,15142,4_JUEVES,,0.013
24/04/2020,43,182,6,563,0,12,9,0,15,369,692,15834,5_VIERNES,,0.009
25/04/2020,44,212,33,596,2,14,9,0,1,370,662,16496,6_SABADO,,0.05
26/04/2020,45,216,10,606,1,15,10,0,5,375,567,17063,7_DOMINGO,,0.018
27/04/2020,46,219,14,620,0,15,11,0,11,386,442,17505,1_LUNES,,0.032
28/04/2020,47,216,5,625,0,15,11,0,8,394,635,18140,2_MARTES,,0.008
29/04/2020,48,203,5,630,0,15,11,0,18,412,876,19016,3_MIERCOLES,,0.006
30/04/2020,49,209,13,643,2,17,10,0,5,417,731,19747,4_JUEVES,,0.018
01/05/2020,50,196,5,648,0,17,10,0,18,435,807,20554,5_VIERNES,,0.006
02/05/2020,51,195,4,652,0,17,10,0,5,440,610,21164,6_SABADO,,0.007
03/05/2020,52,196,3,655,0,17,10,0,2,442,775,21939,7_DOMINGO,,0.004
04/05/2020,53,193,2,656,0,17,10,0,4,446,866,22805,1_LUNES,,0.002
05/05/2020,54,185,13,670,0,17,10,0,22,468,1006,23811,2_MARTES,,0.013
06/05/2020,55,170,3,673,0,17,10,0,18,486,845,24656,3_MIERCOLES,,0.004
07/05/2020,56,175,11,684,0,17,9,0,6,492,1042,25698,4_JUEVES,,0.011
08/05/2020,57,170,10,694,1,18,8,0,14,506,1140,26838,5_VIERNES,,0.009
09/05/2020,58,171,8,702,0,18,8,0,7,513,623,27461,6_SABADO,,0.013
10/05/2020,59,171,5,707,1,19,8,0,4,517,563,28024,7_DOMINGO,,0.009
11/05/2020,60,169,4,711,0,19,8,0,6,523,673,28697,1_LUNES,,0.006
12/05/2020,61,166,6,717,0,19,8,0,9,532,803,29500,2_MARTES,,0.007
13/05/2020,62,155,2,719,0,19,8,0,13,545,709,30209,3_MIERCOLES,,0.003
14/05/2020,63,158,5,724,0,19,7,0,2,547,1000,31209,4_JUEVES,,0.005
15/05/2020,64,160,8,732,0,19,7,0,6,553,1016,32225,5_VIERNES,,0.008
16/05/2020,65,156,1,733,0,19,5,0,5,558,811,33036,6_SABADO,,0.001
17/05/2020,66,150,1,734,1,20,4,0,6,564,825,33861,7_DOMINGO,,0.001
18/05/2020,67,148,2,736,0,20,4,0,4,568,523,34384,1_LUNES,,0.004
19/05/2020,68,139,2,738,0,20,4,0,11,579,410,34794,2_MARTES,,0.005
20/05/2020,69,138,8,746,0,20,4,0,9,588,836,35630,3_MIERCOLES,,0.01
21/05/2020,70,135,3,749,0,20,5,0,6,594,907,36537,4_JUEVES,,0.003
22/05/2020,71,130,4,753,0,20,5,0,9,603,641,37178,5_VIERNES,,0.006
23/05/2020,72,126,11,764,2,22,5,0,13,616,412,37590,6_SABADO,,0.027
24/05/2020,73,129,5,769,0,22,5,0,2,618,556,38146,7_DOMINGO,,0.009
25/05/2020,74,136,17,786,0,22,5,0,10,628,549,38695,1_LUNES,,0.031
26/05/2020,75,129,3,789,0,22,5,0,10,638,774,39469,2_MARTES,,0.004
27/05/2020,76,131,14,803,0,22,5,0,12,650,760,40229,3_MIERCOLES,,0.018
28/05/2020,77,135,8,811,0,22,5,0,4,654,1240,41469,4_JUEVES,,0.006
29/05/2020,78,114,5,816,0,22,6,0,26,680,1155,42624,5_VIERNES,,0.004
30/05/2020,79,117,5,821,0,22,5,0,2,682,855,43479,6_SABADO,,0.006
31/05/2020,80,116,2,823,0,22,5,0,3,685,432,43911,7_DOMINGO,,0.005
01/06/2020,81,113,2,825,1,23,4,0,4,689,600,44511,1_LUNES,,0.003
02/06/2020,82,112,1,826,0,23,4,0,2,691,715,45226,2_MARTES,,0.001
03/06/2020,83,107,2,828,0,23,4,0,7,698,551,45777,3_MIERCOLES,,0.004
04/06/2020,84,100,4,832,0,23,4,0,11,709,735,46512,4_JUEVES,,0.005
05/06/2020,85,90,2,834,0,23,4,0,12,721,921,47433,5_VIERNES,,0.002
06/06/2020,86,96,11,845,0,23,4,0,5,726,596,48029,6_SABADO,,0.018
07/06/2020,87,92,0,845,0,23,4,0,4,730,403,48432,7_DOMINGO,,0
08/06/2020,88,84,0,845,0,23,4,0,8,738,464,48896,1_LUNES,,0
09/06/2020,89,69,1,846,0,23,4,0,16,754,757,49653,2_MARTES,,0.001
10/06/2020,90,66,2,848,0,23,4,0,5,759,820,50473,3_MIERCOLES,,0.002
11/06/2020,91,52,-1,847,0,23,4,0,13,772,840,51313,4_JUEVES,,-0.001
12/06/2020,92,44,0,847,0,23,4,0,8,780,774,52087,5_VIERNES,,0
13/06/2020,93,40,0,847,0,23,4,0,4,784,775,52862,6_SABADO,,0
14/06/2020,94,37,1,848,0,23,3,0,4,788,403,53265,7_DOMINGO,,0.002
15/06/2020,95,33,0,848,0,23,3,0,4,792,460,53725,1_LUNES,,0
16/06/2020,96,24,1,849,1,24,3,0,9,801,761,54486,2_MARTES,,0.001
17/06/2020,97,15,0,849,0,24,4,0,9,810,729,55215,3_MIERCOLES,,0
18/06/2020,98,12,1,850,0,24,4,0,4,814,681,55896,4_JUEVES,,0.001
19/06/2020,99,15,3,853,0,24,4,0,0,814,338,56234,5_VIERNES,,0.009
20/06/2020,100,19,6,859,1,25,4,0,1,815,643,56877,6_SABADO,,0.009
21/06/2020,101,37,17,876,0,25,4,0,-1,814,412,57289,7_DOMINGO,,0.041
22/06/2020,102,42,6,882,0,25,4,0,1,815,398,57687,1_LUNES,,0.015
23/06/2020,103,45,3,885,0,25,4,0,0,815,1158,58845,2_MARTES,,0.003
24/06/2020,104,61,17,902,1,26,2,0,0,815,1473,60318,3_MIERCOLES,,0.012
25/06/2020,105,63,5,907,0,26,2,0,3,818,1290,61608,4_JUEVES,,0.004
26/06/2020,106,75,12,919,0,26,2,0,0,818,1157,62765,5_VIERNES,,0.01
27/06/2020,107,80,5,924,0,26,2,0,0,818,1418,64183,6_SABADO,,0.004
28/06/2020,108,84,6,930,1,27,2,0,1,819,403,64586,7_DOMINGO,,0.015
29/06/2020,109,83,2,932,0,27,2,0,3,822,1040,65626,1_LUNES,,0.002
30/06/2020,110,85,4,936,0,27,2,0,2,824,674,66300,2_MARTES,,0.006
01/07/2020,111,90,7,943,1,28,1,0,1,825,1233,67533,3_MIERCOLES,,0.006
02/07/2020,112,94,4,947,0,28,1,0,0,825,916,68449,4_JUEVES,,0.004
03/07/2020,113,87,5,952,0,28,1,0,12,837,1121,69570,5_VIERNES,,0.004
04/07/2020,114,87,3,955,0,28,1,0,3,840,912,70482,6_SABADO,,0.003
05/07/2020,115,79,1,956,0,28,1,0,9,849,963,71445,7_DOMINGO,,0.001
06/07/2020,116,73,4,960,1,29,0,0,9,858,948,72393,1_LUNES,,0.004
07/07/2020,117,71,5,965,0,29,0,0,7,865,1216,73609,2_MARTES,,0.004
08/07/2020,118,74,9,974,0,29,1,0,6,871,959,74568,3_MIERCOLES,,0.009
09/07/2020,119,70,3,977,0,29,1,0,7,878,1467,76035,4_JUEVES,,0.002
10/07/2020,120,70,8,985,0,29,1,0,8,886,1224,77259,5_VIERNES,,0.007
11/07/2020,121,60,1,986,1,30,0,0,10,896,858,78117,6_SABADO,,0.001
12/07/2020,122,60,1,987,1,31,0,0,0,896,469,78586,7_DOMINGO,,0.002
13/07/2020,123,55,2,989,0,31,0,0,7,903,1377,79963,1_LUNES,,0.001
14/07/2020,124,61,8,997,0,31,0,0,2,905,1483,81446,2_MARTES,,0.005
15/07/2020,125,69,12,1009,0,31,1,0,4,909,1326,82772,3_MIERCOLES,,0.009
16/07/2020,126,78,17,1026,1,32,3,0,7,916,1517,84289,4_JUEVES,,0.011
17/07/2020,127,88,11,1037,0,32,3,0,1,917,1719,86008,5_VIERNES,,0.006
18/07/2020,128,90,7,1044,1,33,3,0,4,921,1346,87354,6_SABADO,,0.005
19/07/2020,129,99,10,1054,0,33,3,0,1,922,1262,88616,7_DOMINGO,,0.008
20/07/2020,130,103,10,1064,0,33,3,0,6,928,2033,90649,1_LUNES,,0.005
21/07/2020,131,134,32,1096,0,33,4,0,1,929,1407,92056,2_MARTES,,0.023
22/07/2020,132,149,21,1117,1,34,3,0,5,934,3100,95156,3_MIERCOLES,,0.007
23/07/2020,133,167,24,1141,0,34,3,0,6,940,2316,97472,4_JUEVES,,0.01
24/07/2020,134,186,25,1166,0,34,3,0,6,946,2100,99572,5_VIERNES,,0.012
25/07/2020,135,193,8,1174,0,34,3,0,1,947,1488,101060,6_SABADO,,0.005
26/07/2020,136,210,18,1192,0,34,5,0,1,948,1943,103003,7_DOMINGO,,0.009
27/07/2020,137,216,13,1202,1,35,5,0,3,951,1955,104958,1_LUNES,,0.007
28/07/2020,138,225,16,1218,0,35,7,0,7,958,2363,107321,2_MARTES,,0.007
29/07/2020,139,235,19,1237,0,35,6,0,9,967,1990,109311,3_MIERCOLES,,0.01
30/07/2020,140,230,6,1243,0,35,5,0,11,978,1640,110951,4_JUEVES,,0.004
31/07/2020,141,235,21,1264,0,35,5,0,16,994,2586,113537,5_VIERNES,,0.008
01/08/2020,142,239,14,1278,0,35,5,0,10,1004,1663,115200,6_SABADO,,0.008
02/08/2020,143,239,8,1286,1,36,4,0,7,1011,1853,117053,7_DOMINGO,,0.004
03/08/2020,144,232,9,1291,0,36,4,0,12,1023,1989,119042,1_LUNES,,0.005
04/08/2020,145,215,12,1300,1,37,3,0,25,1048,3254,122296,2_MARTES,,0.004
05/08/2020,146,207,11,1309,0,37,3,0,17,1065,1802,124098,3_MIERCOLES,,0.006
06/08/2020,147,202,9,1318,0,37,2,0,14,1079,2858,126956,4_JUEVES,,0.003
07/08/2020,148,193,7,1325,0,37,2,0,16,1095,1858,128814,5_VIERNES,,0.004
08/08/2020,149,186,13,1335,0,37,3,0,17,1112,1953,130767,6_SABADO,,0.007
09/08/2020,150,191,18,1353,0,37,5,0,13,1125,1069,131836,7_DOMINGO,,0.017
10/08/2020,151,181,11,1364,0,37,4,0,21,1146,1401,133237,1_LUNES,,0.008
11/08/2020,152,191,21,1385,0,37,5,0,11,1157,2192,135429,2_MARTES,,0.01
12/08/2020,153,193,9,1393,0,37,5,0,6,1163,1757,137186,3_MIERCOLES,,0.005
13/08/2020,154,192,16,1409,0,37,5,0,17,1180,1514,138700,4_JUEVES,,0.011
14/08/2020,155,201,12,1421,1,38,4,0,2,1182,3899,142599,5_VIERNES,,0.003
15/08/2020,156,202,15,1434,0,38,4,0,12,1194,1629,144228,6_SABADO,,0.009
16/08/2020,157,202,6,1440,0,38,4,0,6,1200,2038,146266,7_DOMINGO,,0.003
17/08/2020,158,212,17,1457,2,40,3,0,5,1205,1328,147594,1_LUNES,,0.013
18/08/2020,159,226,28,1485,0,40,4,0,14,1219,2492,150086,2_MARTES,,0.011
19/08/2020,160,225,9,1493,0,40,5,0,9,1228,2035,152121,3_MIERCOLES,,0.004
20/08/2020,161,223,13,1506,1,41,3,0,14,1242,2310,154431,4_JUEVES,,0.006
21/08/2020,162,225,10,1516,1,42,2,0,7,1249,2192,156623,5_VIERNES,,0.005
22/08/2020,163,215,6,1521,0,42,2,0,15,1264,2079,158702,6_SABADO,,0.003
23/08/2020,164,209,6,1527,0,42,2,0,12,1276,1514,160216,7_DOMINGO,,0.004
24/08/2020,165,196,6,1533,0,42,4,0,19,1295,1421,161637,1_LUNES,,0.004
25/08/2020,166,184,3,1536,1,43,4,0,14,1309,1492,163129,2_MARTES,,0.002
26/08/2020,167,178,7,1543,0,43,4,0,13,1322,1609,164738,3_MIERCOLES,,0.004
27/08/2020,168,175,9,1551,0,43,4,0,11,1333,1379,166117,4_JUEVES,,0.007
28/08/2020,169,161,8,1556,0,43,4,0,19,1352,1599,167716,5_VIERNES,,0.005
29/08/2020,170,162,14,1570,1,44,3,0,12,1364,3521,171237,6_SABADO,,0.004
30/08/2020,171,163,15,1585,0,44,3,0,14,1378,844,172081,7_DOMINGO,,0.018
31/08/2020,172,142,11,1595,0,44,3,0,31,1409,1106,173187,1_LUNES,,0.01
01/09/2020,173,148,16,1611,0,44,3,0,10,1419,1893,175080,2_MARTES,,0.008
02/09/2020,174,149,16,1626,0,44,3,0,14,1433,1901,176981,3_MIERCOLES,,0.008
03/09/2020,175,155,10,1636,0,44,3,0,4,1437,1648,178629,4_JUEVES,,0.006
04/09/2020,176,162,17,1653,1,45,2,0,9,1446,2110,180739,5_VIERNES,,0.008
05/09/2020,177,165,18,1669,0,45,3,0,13,1459,3167,183906,6_SABADO,,0.006
06/09/2020,178,175,11,1679,0,45,3,0,0,1459,1804,185710,7_DOMINGO,1,0.006
07/09/2020,179,182,14,1693,0,45,3,0,7,1466,1173,186883,1_LUNES,0,0.012
08/09/2020,180,191,19,1712,0,45,2,0,10,1476,1753,188636,2_MARTES,0,0.011
09/09/2020,181,218,31,1741,0,45,2,0,2,1478,1720,190356,3_MIERCOLES,2,0.018
10/09/2020,182,230,18,1759,0,45,1,0,6,1484,2222,192578,4_JUEVES,0,0.008
11/09/2020,183,238,15,1773,0,45,1,0,6,1490,2621,195199,5_VIERNES,1,0.006
12/09/2020,184,233,8,1780,0,45,1,0,12,1502,1693,196892,6_SABADO,1,0.005
13/09/2020,185,250,28,1808,0,45,1,0,11,1513,1149,198041,7_DOMINGO,1,0.024
14/09/2020,186,239,5,1812,0,45,1,0,15,1528,3394,201435,1_LUNES,1,0.001
15/09/2020,187,237,15,1827,0,45,1,0,17,1545,1797,203232,2_MARTES,0,0.008
